product_name,product_price,image_url,mega_category,main_category,sub_category,mega_category_url,main_category_url,sub_category_url
Sparbössa - Flugsvamp,99.0,https://mymall.se/catalog/product/view/id/385560/s/sparbssa-flugsvamp-1188-1188-se3022718/category/7642/,Inredning & Möbler,Barnrummet,Inredningsdetaljer,https://mymall.se/inredning-mobler,https://mymall.se/inredning-mobler/barnrummet,https://mymall.se/inredning-mobler/barnrummet/inredning-mobler
Dubbelram - Foto och lera,199.0,https://mymall.se/catalog/product/view/id/385637/s/dubbelram-foto-och-lera-1188-1188-se3022925/category/7642/,Inredning & Möbler,Barnrummet,Inredningsdetaljer,https://mymall.se/inredning-mobler,https://mymall.se/inredning-mobler/barnrummet,https://mymall.se/inredning-mobler/barnrummet/inredning-mobler
Badrumsmatta - Lama,249.0,https://mymall.se/catalog/product/view/id/441029/s/badrumsmatta-lama-1188-1188-se30243035/category/7642/,Inredning & Möbler,Barnrummet,Inredningsdetaljer,https://mymall.se/inredning-mobler,https://mymall.se/inredning-mobler/barnrummet,https://mymall.se/inredning-mobler/barnrummet/inredning-mobler
Badrumsmatta - Tvättbjörn,249.0,https://mymall.se/catalog/product/view/id/441030/s/badrumsmatta-tvttbjrn-1188-1188-se30243036/category/7642/,Inredning & Möbler,Barnrummet,Inredningsdetaljer,https://mymall.se/inredning-mobler,https://mymall.se/inredning-mobler/barnrummet,https://mymall.se/inredning-mobler/barnrummet/inredning-mobler
Speldosa - Pingviner,229.0,https://mymall.se/catalog/product/view/id/444159/s/speldosa-pingviner-1188-1188-se3022312/category/7642/,Inredning & Möbler,Barnrummet,Inredningsdetaljer,https://mymall.se/inredning-mobler,https://mymall.se/inredning-mobler/barnrummet,https://mymall.se/inredning-mobler/barnrummet/inredning-mobler
"Värmeljus, LED",15.0,https://mymall.se/catalog/product/view/id/444166/s/vrmeljus-led-1188-1188-se3024157/category/7642/,Inredning & Möbler,Barnrummet,Inredningsdetaljer,https://mymall.se/inredning-mobler,https://mymall.se/inredning-mobler/barnrummet,https://mymall.se/inredning-mobler/barnrummet/inredning-mobler
Lera för avtryck,69.0,https://mymall.se/catalog/product/view/id/444204/s/lera-fr-avtryck-1188-1188-se30243149/category/7642/,Inredning & Möbler,Barnrummet,Inredningsdetaljer,https://mymall.se/inredning-mobler,https://mymall.se/inredning-mobler/barnrummet,https://mymall.se/inredning-mobler/barnrummet/inredning-mobler
Kudde - Pekka Drake och kycklingarna,495.0,https://mymall.se/catalog/product/view/id/444211/s/kudde-pekka-drake-och-kycklingarna-1188-1188-se30243156/category/7642/,Inredning & Möbler,Barnrummet,Inredningsdetaljer,https://mymall.se/inredning-mobler,https://mymall.se/inredning-mobler/barnrummet,https://mymall.se/inredning-mobler/barnrummet/inredning-mobler
Kudde - Durå!,495.0,https://mymall.se/catalog/product/view/id/444212/s/kudde-dur-1188-1188-se30243157/category/7642/,Inredning & Möbler,Barnrummet,Inredningsdetaljer,https://mymall.se/inredning-mobler,https://mymall.se/inredning-mobler/barnrummet,https://mymall.se/inredning-mobler/barnrummet/inredning-mobler
Badrumsmatta - Vildängel,249.0,https://mymall.se/catalog/product/view/id/446301/s/badrumsmatta-vildngel-1188-1188-se30243125/category/7642/,Inredning & Möbler,Barnrummet,Inredningsdetaljer,https://mymall.se/inredning-mobler,https://mymall.se/inredning-mobler/barnrummet,https://mymall.se/inredning-mobler/barnrummet/inredning-mobler
Dekoration - Stjärnor,95.0,https://mymall.se/catalog/product/view/id/446306/s/dekoration-stjrnor-1188-1188-se30243199/category/7642/,Inredning & Möbler,Barnrummet,Inredningsdetaljer,https://mymall.se/inredning-mobler,https://mymall.se/inredning-mobler/barnrummet,https://mymall.se/inredning-mobler/barnrummet/inredning-mobler
Smyckeskrin - Ballerina,229.0,https://mymall.se/catalog/product/view/id/417509/s/smyckeskrin-ballerina-1188-1188-se3022231/category/7642/,Inredning & Möbler,Barnrummet,Inredningsdetaljer,https://mymall.se/inredning-mobler,https://mymall.se/inredning-mobler/barnrummet,https://mymall.se/inredning-mobler/barnrummet/inredning-mobler
Väggklistermärken - Enhörningar,69.0,https://mymall.se/catalog/product/view/id/385698/s/vggklistermrken-enhrningar-1188-1188-se3023125/category/7642/,Inredning & Möbler,Barnrummet,Inredningsdetaljer,https://mymall.se/inredning-mobler,https://mymall.se/inredning-mobler/barnrummet,https://mymall.se/inredning-mobler/barnrummet/inredning-mobler
Hylla med porslinslådor,299.0,https://mymall.se/catalog/product/view/id/385805/s/hylla-med-porslinsldor-1188-1188-se3023313/category/7642/,Inredning & Möbler,Barnrummet,Inredningsdetaljer,https://mymall.se/inredning-mobler,https://mymall.se/inredning-mobler/barnrummet,https://mymall.se/inredning-mobler/barnrummet/inredning-mobler
